category,title,price_ghs,condition,region,area,location,seller_badge,description,price_outlier_flag,url,source,scraped_date
Commercial Equipment & Tools,Saloon/Barbering Led Mirror,950.0,,Greater Accra,Dansoman,"Greater Accra, Dansoman",Verified ID,Saloon/Barbering Led Mirror,False,https://jiji.com.gh/dansoman/salon-equipment/saloon-barbering-led-mirror-iG349GtAv0WEQcatmGoIU6e7.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Manual Siren / Hand-crank Siren / Air Raid Siren,2500.0,,Greater Accra,Awoshie,"Greater Accra, Awoshie",Verified ID,"These sirens are used for emergency warning and alert systems, including:
	•Fire alarms
	•Flood...",False,https://jiji.com.gh/awoshie/safety-equipment/manual-siren-hand-crank-siren-air-raid-siren-hmG1COYz2iNKSHb7HkleuWdm.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,"Large Format/Industrial Printers,Ecosolvent,Sublimatio,Xp600",25000.0,,Greater Accra,Circle,"Greater Accra, Circle",Verified ID,Brand New Mimaage 6ft & 10ft large format printer . Comes with free inks XP600 and other printing...,True,https://jiji.com.gh/circle/printing-equipment/large-format-industrial-printers-ecosolvent-sublimatio-xp600-1C57z753zCQ79Es9GC5v137z.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Barber Apron Capes Black Color,85.0,,Greater Accra,Taifa-Burkina,"Greater Accra, Taifa-Burkina","Verified ID, 5+ years on Jiji",Digital Printed Apron Capes Nylon,False,https://jiji.com.gh/taifa-burkina/salon-equipment/barber-apron-capes-black-color-35zh2oThCzcyqfPfIpNRtw8C.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Handheld Inkjet Printer,2200.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",,"Hand held printer for printing manufacturing and expiring date, batch number, barcode, text etc.",False,https://jiji.com.gh/tema-metropolitan/printing-equipment/handheld-inkjet-printer-BxakVH1heH8mTLi4e1VGLPMa.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Walking Stick (4 Legs Quad Cane),120.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","Four feet Quad Walking Stick
* Manufactured from lightweight Aluminum
* Qua base provides greater...",False,https://jiji.com.gh/accra-metropolitan/medical-equipment/walking-stick-4-legs-quad-cane-rq4kvKESNYW30mFIWMZsUleK.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Convex Mirror {80} Cm,800.0,,Greater Accra,Spintex,"Greater Accra, Spintex",,CORVEX SECURITY MIRROR: Observe around corners and eliminate blind spots with the BISupply Convex...,False,https://jiji.com.gh/spintex/safety-equipment/convex-mirror-80-cm-kk7N4jtCe7dw2TyzmcBbpjRP.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Wet/Dry Grinder,4500.0,Brand New,Greater Accra,Adenta,"Greater Accra, Adenta",,"Wet/Dry Milling Machine with Silver hopper
Single phase machine
60Kg/h
Model 100
Power:220v",False,https://jiji.com.gh/adenta-municipal/restaurant-and-catering-equipment/wet-dry-grinder-rmzte8weXMhADAQGExPBrHAQ.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Shampoo Basin,2899.0,,Greater Accra,Achimota,"Greater Accra, Achimota","Verified ID, 5","Brand new sink.
we import and sell all beauty equipments.pedicure,mannicure, massaging,facial...",False,https://jiji.com.gh/achimota/salon-equipment/shampoo-basin-xgW6IjMyKRpgaoAEMYSlxQq6.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Plantain Chips Slicer,5400.0,Brand New,Greater Accra,Adenta,"Greater Accra, Adenta",3+ years on Jiji,This machine is a slicer meant for Plantain chips or banana chips. It can cut horizontal and...,False,https://jiji.com.gh/adenta-municipal/restaurant-and-catering-equipment/plantain-chips-slicer-8wbSzgG1AyD5ezUiDk5uG4fp.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Protective Motorcycle Knee/Elbow Gear 4-piece Set,100.0,,Greater Accra,Madina,"Greater Accra, Madina","Verified ID, 5+ years on Jiji","Product Features
Complete 4-piece protective gear set
Durable and lightweight material
Provides...",False,https://jiji.com.gh/madina/safety-equipment/protective-motorcycle-knee-elbow-gear-4-piece-set-i0lfmZgUzLFc02E4vZShmodU.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,MSA Helmet,90.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,MSA® V-GardTM hard hat equipped with a four-point suspension. The headgear may be adjusted to fit...,False,https://jiji.com.gh/accra-metropolitan/safety-equipment/msa-helmet-3Oh2ti8ne733D3OGLiEf1BgU.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Body Bags (Mortuary Bag),100.0,,Greater Accra,Dansoman,"Greater Accra, Dansoman",3+ years on Jiji,"A body bag, also known as a cadaver pouch or human remains pouch (HRP), is a non-porous bag designed...",False,https://jiji.com.gh/dansoman/medical-equipment/body-bags-mortuary-bag-bjebCmWO1mQyp6S73HH4sh8P.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Electrical Hand Gloves,399.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji",Today's advanced electricity gloves are manufactured using non-conductive materials such as silicone...,False,https://jiji.com.gh/accra-metropolitan/safety-equipment/electrical-hand-gloves-eRPspc4ohlKUaS9bTKZyRsh.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,V Guard Safety Helmet,40.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji",Helmet vents are openings designed to allow air to flow in and out of the helmet: Intake Vents:...,False,https://jiji.com.gh/accra-metropolitan/safety-equipment/v-guard-safety-helmet-32S6oZOYWDykpQk06hLHPGok.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,First Aid Boxes,220.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji","Brand new all-purpose first aid kit Care for : cuts & scrapes, minor burns, itch relief, skin...",False,https://jiji.com.gh/accra-metropolitan/safety-equipment/first-aid-boxes-rtOfInZBcmbFcvXV1E3DCWlk.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Barbershop /Salon Chairs,2000.0,,Greater Accra,Dansoman,"Greater Accra, Dansoman",Verified ID,"Call
WhatsApp",False,https://jiji.com.gh/dansoman/salon-equipment/barbershop-salon-chairs-oBVPmblio0TzMu1QVrFtDFoX.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Saloon And Barbershop Chairs,2000.0,,Greater Accra,Dansoman,"Greater Accra, Dansoman",Verified ID,Saloon/Barbering shop chairs,False,https://jiji.com.gh/dansoman/salon-equipment/saloon-and-barbershop-chairs-swW3GeyJhckNzFo5anwMwdj1.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Massage Equipments(For Wood Therapy),850.0,,Greater Accra,Achimota,"Greater Accra, Achimota","Verified ID, 5+ years on Jiji","Brand new wooden massage tools.
We sell all types of beauty equipments.we are in accra and kumasi",False,https://jiji.com.gh/achimota/salon-equipment/massage-equipments-for-wood-therapy-tEsm5AZxJecLJ250hKmp71Sj.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,8 In 1 Heat Press Machine,3200.0,,Greater Accra,Achimota,"Greater Accra, Achimota","Verified ID, 5+ years on Jiji",8 IN 1 NEW DESIGN COMBO HEAT PRESS MACHINE = 4 PCS mug press pad (different size) + 1 set cap press...,False,https://jiji.com.gh/achimota/printing-equipment/8-in-1-heat-press-machine-9XAhQ9dlOYmrYc18fIx2ZoZf.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Windsocks 80cm,150.0,,Greater Accra,Spintex,"Greater Accra, Spintex",,"Small:Length( 80cm/ 30"") Air inlet diameter( 20cm/8"")
Color:Orange w/ Reflective Fluorescence...",False,https://jiji.com.gh/spintex/safety-equipment/windsocks-80cm-8E67u6uMt8AbbFT1l6OCMovc.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Pull Up Banner Machine/ Roll Up Banner Machine/,380.0,,Greater Accra,Alajo,"Greater Accra, Alajo",Verified ID,Quality & Affordable Pull Up Banner Machine Without Printing,False,https://jiji.com.gh/alajo/printing-equipment/pull-up-banner-machine-roll-up-banner-machine-u4UcB6iI4HAGea2mB2L5E7Rm.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Methanol 96%,160.0,Bulk prices,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,Methanol's used as an antiseptic and disinfectant.,False,https://jiji.com.gh/accra-metropolitan/medical-equipment/methanol-96-fSOlBdMc7A47aUwrvKQ0cqvX.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Barbering Chair,2550.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",Verified ID,Good quality barbering chair,False,https://jiji.com.gh/tema-metropolitan/salon-equipment/barbering-chair-ibTAsYbt2N1XR89CHMojMPtz.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Heat Press Machine,2000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",5+ years on Jiji,Heat press machine is used for Printing Pictures on T shirts  and stones on dresses and stones work...,False,https://jiji.com.gh/accra-metropolitan/printing-equipment/heat-press-machine-im5rd7jwDzMIlVxtYe9WzAB1.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Finecare Hormone Analyser,7500.0,,Greater Accra,Dome,"Greater Accra, Dome",Verified ID,For homonal analyser,False,https://jiji.com.gh/dome/medical-equipment/finecare-hormone-analyser-1nm8rW2qvKE4MVLCmsPvMXFs.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,New Heat Press Machine Available at Warehouse,2400.0,,Greater Accra,Madina,"Greater Accra, Madina","Verified ID, 5+ years on Jiji","Heat Press Machine for T-shirts rock glass 38cm x 38cm(15"" x 15"") Heat Transfer Sublimation Printer...",False,https://jiji.com.gh/madina/printing-equipment/new-heat-press-machine-available-at-warehouse-5Dqr6H0OYkpDeiiLE09rB2hp.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Under Sink Reverse Osmosis,2500.0,,Greater Accra,Kwashieman,"Greater Accra, Kwashieman",5+ years on Jiji,"A portable reverse osmosis system for your kitchen, it generates a pure water for drinking, cooking...",False,https://jiji.com.gh/kwashieman/manufacturing-equipments/under-sink-reverse-osmosis-BSmF6OJFcdX8p90UmPgMDSoL.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Mini Bread Roller,15000.0,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,"Upgrade your bakery with this powerful Mini dough roller machine, engineered for speed, strength,...",True,https://jiji.com.gh/accra-metropolitan/restaurant-and-catering-equipment/mini-bread-roller-k9t2CndJJLpQTR54NmFIfVD6.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,B P Machine Omron M2,1000.0,,Greater Accra,Korle Gonno,"Greater Accra, Korle Gonno",,This product is use to mornitor patient temperature,False,https://jiji.com.gh/korle-gonno/medical-equipment/b-p-machine-omron-m2-ywJEiEIW6EdJpFU8RLci1W6K.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Easy Check Pregnancy Test Strip,12.0,,Greater Accra,Mamprobi,"Greater Accra, Mamprobi",,"Easy to use: Just dip the absorbent tip into the urine sample, place it on a flat surface and the...",False,https://jiji.com.gh/mamprobi/medical-equipment/easy-check-pregnancy-test-strip-aJpXsLmHqT2nmZXkE7J2OUYT.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Hospital Srucbs,130.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,"Scrubs help protect against cross contamination.They also provide ease of movement, comfort, and...",False,https://jiji.com.gh/accra-metropolitan/medical-equipment/hospital-srucbs-abRPatiGTeRFnBFVEL1Negg9.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Salon Trolley,300.0,,Greater Accra,Achimota,"Greater Accra, Achimota","Verified ID, 5+ years on Jiji","Brand new salon trolleys.
We we deal in all salon and beauty equipments.
We are in Accra,Kumasi and...",False,https://jiji.com.gh/achimota/salon-equipment/salon-trolley-zpvkGxEYB6EPjnRHH0bSWoEP.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Container Belts,85.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,Container belts available in stock,False,https://jiji.com.gh/accra-metropolitan/safety-equipment/container-belts-8CcDpEdb8d9RkKaqPmrzBUsu.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Flagging Tape,16.0,,Greater Accra,Spintex,"Greater Accra, Spintex",,"Durable White Tape - Our flag tape is made from high-quality, durable material that will last for...",False,https://jiji.com.gh/spintex/safety-equipment/flagging-tape-zQwxvIiyG17FnWjEXU70dRST.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Guedel Airway,30.0,,Greater Accra,Dansoman,"Greater Accra, Dansoman",3+ years on Jiji,It is used to maintain or open a patient's airway,False,https://jiji.com.gh/dansoman/medical-equipment/guedel-airway-pnAFf49rATuv7Oxz6iEvhn3C.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Chest Tube,65.0,Bulk prices,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,"A chest tube, also known as a thoracostomy tube, is used to:
1. Drain fluid (blood, pus) or air from...",False,https://jiji.com.gh/accra-metropolitan/medical-equipment/chest-tube-4a7vbDQvs9iGCdbG4UWZAhit.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Elbow Crutches (Single Arm),85.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","General specifications at a glance
This pair of Elbow Crutches with feature can be configured to...",False,https://jiji.com.gh/accra-metropolitan/medical-equipment/elbow-crutches-single-arm-tK7dMHJFu12sX9IkjtTrCQdq.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Catheterization Manikin (Male),4000.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","Feature of Female Catheterization Model:
1. General urethral catheterization process can be...",False,https://jiji.com.gh/accra-metropolitan/medical-equipment/catheterization-manikin-male-8RdBQVeCl8yGB6L4BfC5IIHD.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Henmii Rollator Walker,1000.0,,Greater Accra,Mamprobi,"Greater Accra, Mamprobi",,"A Henmnii rollator walker is used to provide stable support, improve mobility, and allow users to...",False,https://jiji.com.gh/mamprobi/medical-equipment/henmii-rollator-walker-8LgAosx3XEEzdiNwnUMh9uTb.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Suturing KIT / Set + Pad,320.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","SUTURE PRACTICE KIT
Become a Pro with Our Suturing kit which comes with 11 different instruments and...",False,https://jiji.com.gh/accra-metropolitan/medical-equipment/suturing-kit-set-pad-oUnU70CwMCx0yADBXNmxHqOI.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Alarm Padlock,60.0,,Greater Accra,Agbogloshie,"Greater Accra, Agbogloshie","Verified ID, 3+ years on Jiji","This padlock makes sounds when touched ,and it helps to prevent theft.",False,https://jiji.com.gh/agbogloshie/safety-equipment/alarm-padlock-mWkZcZBBV4A1UKkVH9ulqORK.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Male External Catheter,10.0,,Greater Accra,Dansoman,"Greater Accra, Dansoman",3+ years on Jiji,It us used to drain urine from the bladder,False,https://jiji.com.gh/dansoman/medical-equipment/male-external-catheter-wXzG1AECf2knxWVaYwxeyiWy.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Wellington Boot,80.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 3+ years on Jiji",We have in stock wellington boots of all sizes to suit your demand. deliveries available as well,False,https://jiji.com.gh/accra-metropolitan/safety-equipment/wellington-boot-64lSS7hUSbNcoYreZqbDpQjP.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Examination Couch/Bed,1200.0,,Greater Accra,Teshie,"Greater Accra, Teshie",5+ years on Jiji,"Black two fold examination bed can be used in hospitals , spa and as a lash bed. We sell bed only,...",False,https://jiji.com.gh/teshie/salon-equipment/examination-couch-bed-mBFGiTWn0cgxIHDCBiuWrOMO.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Safety Box or Sharp Container 5l,20.0,Bulk prices,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,"Medical safety boxes, also known as sharps, are used for:
1. *Safe disposal*: Collecting and storing...",False,https://jiji.com.gh/accra-metropolitan/medical-equipment/safety-box-or-sharp-container-5l-kAqNHlbNlqrcfFUHwLcdeFx4.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,8 in 1 Heat Press Machine,3200.0,,Greater Accra,Achimota,"Greater Accra, Achimota","Verified ID, 5+ years on Jiji",8 in 1 heat press machine for comercial purposes,False,https://jiji.com.gh/achimota/printing-equipment/8-in-1-heat-press-machine-5XXpW1Bj64yZivWVgjDF3UmD.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Automatic Packaging Koyo Machine,30000.0,,Greater Accra,Spintex,"Greater Accra, Spintex","Verified ID, 3+ years on Jiji",This product is an automatic packaging machine capable of sealing and cutting of sachet water into...,True,https://jiji.com.gh/spintex/manufacturing-equipments/automatic-packaging-koyo-machine-136QIXFuUlKzBJVJgBSXOqc9.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Examination Gloves,32.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji",Medical gloves are disposable gloves used during medical examinations and procedures to help prevent...,False,https://jiji.com.gh/accra-metropolitan/medical-equipment/examination-gloves-8qsphttDlqSdmlNSqmC80jtg.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Aneng Dm3004a Gold /Metal Detector /Treasure,1500.0,,Greater Accra,Weija,"Greater Accra, Weija",,ANENG DM3004A Metal Detector Battery Operated Handheld Security Scanner Wand Treasure Search Tool.,False,https://jiji.com.gh/weija/safety-equipment/aneng-dm3004a-gold-metal-detector-treasure-ri8yHlySW7trBhI4sPmrozur.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Disposable Nitrile Powder Free Black Gloves,42.0,,Greater Accra,Asylum Down,"Greater Accra, Asylum Down",,"100 pieces in a pack
10 packs in a carton 
Non-powdered (Powder Free)
Delivery service available...",False,https://jiji.com.gh/asylum-down/safety-equipment/disposable-nitrile-powder-free-black-gloves-8nj7Pgfe26ozaRlLj6GVL7sM.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Combo Heat Press Machine,3800.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","Sales Promo!! Sale Promo! Wholesale price, a lot of stock is in, Brand new sealed 9 in 1 High...",False,https://jiji.com.gh/accra-metropolitan/printing-equipment/combo-heat-press-machine-6jZdzhLGLSUqceAy5r996WbA.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Barbers Attractive Door Light,890.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan","Verified ID, 3+ years on Jiji",Beautiful barbers door light,False,https://jiji.com.gh/tema-metropolitan/salon-equipment/barbers-attractive-door-light-355kIR8cIdIySCapNbRreBxd.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Motor Helmet,380.0,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",Verified ID,Food quality motor Helmet,False,https://jiji.com.gh/tema-metropolitan/safety-equipment/motor-helmet-wFkApnwH8RJ54zDvfjDBljAx.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Barbering Chair,1600.0,,Greater Accra,Haatso,"Greater Accra, Haatso",Verified ID,Barbering Chair very simple and Executive. Very easy to operate.,False,https://jiji.com.gh/haatso/salon-equipment/barbering-chair-8vKT44Tz7eCW5rgEe6pzKari.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Igloo 150 Qt Maxcold,2650.0,Brand New,Greater Accra,Dansoman,"Greater Accra, Dansoman",Verified ID,The Igloo 150 Qt MaxCold Cooler is a high-capacity (142-liter) ice chest designed for long-term...,False,https://jiji.com.gh/dansoman/restaurant-and-catering-equipment/igloo-150-qt-maxcold-qfDS7pQ568jcoLYVZMKgbqIm.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Reclining Wheelchair,2800.0,,Greater Accra,Korle Gonno,"Greater Accra, Korle Gonno",Verified ID,"Whether it’s a long day out or a quiet afternoon at home, our Forest Green Reclining Wheelchair is...",False,https://jiji.com.gh/korle-gonno/medical-equipment/reclining-wheelchair-8aRkHNOFddR3YdJPGzwxpwAy.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Safety Overall<> Top & Down.,240.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",Verified ID,Made of quality materials with Reflectors for comfort and durability.,False,https://jiji.com.gh/accra-metropolitan/safety-equipment/safety-overall-top-down-i8cZ2CXDy1MwtfBQX5qTVW6Y.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Silicone Catheter All Sizes,25.0,Bulk prices,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,Silicone catheters are commonly used for long-term urinary catheterization.,False,https://jiji.com.gh/accra-metropolitan/medical-equipment/silicone-catheter-all-sizes-v5Pcc2qDVJaqWuDmOgbWM3J6.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Chips Maker or Pasta Machine 150mm,220.0,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji",This is a machine with three different sizes for cutting chios or pasta to the desirable size.,False,https://jiji.com.gh/accra-metropolitan/restaurant-and-catering-equipment/chips-maker-or-pasta-machine-150mm-umsmKNJDlN9tDBYPaUJ0CUop.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Hepatitis B Test Strips Kit Available At Wholesale Price,80.0,,Greater Accra,Weija,"Greater Accra, Weija",Verified ID,Vivatest Hepatitis B Test Strips Kit available at a wholesale price. 50 pieces in a pack. For both...,False,https://jiji.com.gh/weija/medical-equipment/hepatitis-b-test-strips-kit-available-at-wholesale-price-buMwRvv6f3yyUUWpqoxOesPd.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Laryngoscope Set - 3 Blade - Paediatric - Miller,650.0,,Greater Accra,Taifa-Burkina,"Greater Accra, Taifa-Burkina","Verified ID, 5+ years on Jiji","Product Information
Manufactured from high quality non-magnetic stainless steel
Single piece...",False,https://jiji.com.gh/taifa-burkina/medical-equipment/laryngoscope-set-3-blade-paediatric-miller-1nrajEDmTofLJqU6AG7ipwCi.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,6kg Abc Dry Chemical Powder Fire Extinguisher,330.0,,Greater Accra,Kaneshie,"Greater Accra, Kaneshie",Verified ID,"6kg ABC Dry Chemical Powder Fire Extinguisher.

Good quality for fighting class A, B and C...",False,https://jiji.com.gh/kaneshie/safety-equipment/6kg-abc-dry-chemical-powder-fire-extinguisher-fEGb32pwcQzAy21u8kQzBJk4.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Electric Pop Corn Machines,1400.0,Brand New,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","This electric-powered popcorn machine needs only a few minutes to warm up, and then you're ready to...",False,https://jiji.com.gh/accra-metropolitan/restaurant-and-catering-equipment/electric-pop-corn-machines-czQBpoDRruBmpCAQhxZxy1Pl.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Ear Protector,20.0,,Greater Accra,North Industrial Area,"Greater Accra, North Industrial Area",,Hearing protectors are wearable devices that can lower the intensity of sound that enters your ears.,False,https://jiji.com.gh/north-industrial-area/safety-equipment/ear-protector-4cU62sQCf6ZLNI5Xwj4SJ9dQ.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Sgs Certified Lab Coat.,170.0,,Greater Accra,Nungua,"Greater Accra, Nungua",Verified ID,Lab coats are garments used to protect ones uniform from chemical contamination.,False,https://jiji.com.gh/nungua/safety-equipment/sgs-certified-lab-coat-nulMURx5nFELy6rUQ9Yc6yUZ.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Tens Machine (Electrotherapy),1800.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji",Tens machines ( electrotherapy machines) are available at mcsarpong medical equipment &...,False,https://jiji.com.gh/accra-metropolitan/medical-equipment/tens-machine-electrotherapy-mkyYpVRhyeC2sgaekgSLklu2.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Doctor Lab Coat,100.0,,Greater Accra,Korle Gonno,"Greater Accra, Korle Gonno",,Doctors lab coat is a dressing use by doctors for the servicsy at the Hospital,False,https://jiji.com.gh/korle-gonno/medical-equipment/doctor-lab-coat-x4rovWXXPsuuQV3eO8H7rl5u.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Crutches (Elbow Crutches),450.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","Walking crutches and sticks are available at McSarpong Medical Equipment & Supplies. 
The heights of...",False,https://jiji.com.gh/accra-metropolitan/medical-equipment/crutches-elbow-crutches-b5H63o5Qkja8NytOim1Hj64q.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Ankle Foot Orthosis(Afo),350.0,,Greater Accra,Korle Gonno,"Greater Accra, Korle Gonno",Verified ID,An ankle foot orthosis controls the range of motion in your foot and ankle and helps to stabilise...,False,https://jiji.com.gh/korle-gonno/medical-equipment/ankle-foot-orthosis-afo-1XYUvuGviuem5ZS75J1mbTe.html,Jiji Ghana (jiji.com.gh),2026-04-20
Commercial Equipment & Tools,Ear Plugs (Protective),7.0,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",5+ years on Jiji,Ear plugs for protection against noise,False,https://jiji.com.gh/accra-metropolitan/safety-equipment/ear-plugs-protective-w8UExnv2D9MtL99UZhdzOqsR.html,Jiji Ghana (jiji.com.gh),2026-04-20
