Category,Title,Price GHS,Price Raw,Condition,Region,Area,Location,Seller Badge,Description,URL,Source,Scraped Date
Commercial Equipment & Tools,Amazing Deal on Pearl Display Single Door Fridge,5999.0,"GH₵ 5,999",Brand New,Greater Accra,Adabraka,"Greater Accra, Adabraka",5+ years on Jiji,"Fast cooling
Energy Saving
See-Through inside LED lamp
Lockable double glazed doors with...",https://jiji.com.gh/adabraka/store-equipments/amazing-deal-on-pearl-display-single-door-fridge-uiX7c0JTnI34JMWZaXvP8nbi.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Nitrile Gloves,40.0,GH₵ 40,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji",Very quality powdered gloves,https://jiji.com.gh/accra-metropolitan/safety-equipment/nitrile-gloves-kIeBlJKAsriP5i94j25QEV1h.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Armpit Crutches (Adjustable),200.0,GH₵ 200,,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan","Verified ID, 5+ years on Jiji","General specifications at a glance
These Aluminium Underarm Crutches are designed for people that...",https://jiji.com.gh/accra-metropolitan/medical-equipment/armpit-crutches-adjustable-2Uh07bUZeD070LGfp03Fs99.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Speed Ramp,220.0,GH₵ 220,,Greater Accra,Spintex,"Greater Accra, Spintex",3+ years on Jiji,SPEED BUMP END. 1000 X 350 X 50MM,https://jiji.com.gh/spintex/safety-equipment/speed-ramp-mTw8SP51F61x00qQHqtHl8Q0.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Pop Cutter,5800.0,"GH₵ 5,800",,Greater Accra,Accra Metropolitan,"Greater Accra, Accra Metropolitan",,A POP cutter (Plaster of Paris cutter) is a hand tool or electric tool used to cut through Plaster...,https://jiji.com.gh/accra-metropolitan/medical-equipment/pop-cutter-kAZI1N015DphHwjTPJsglUU7.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Safety Goggles - Wsg2801,10.0,GH₵ 10,,Greater Accra,Kokomlemle,"Greater Accra, Kokomlemle",,"WSG2801
Safety goggles
""Supple and lightweight PVC frame as well unique air outlet valve...",https://jiji.com.gh/kokomlemle/safety-equipment/safety-goggles-wsg2801-djjRqRznomnoM4QJLu8ravOq.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Skf Bearing Nj211 Ecm/C3,400.0,GH₵ 400,,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan",Verified ID,High quality Bearing SKF,https://jiji.com.gh/tema-metropolitan/manufacturing-equipments/skf-bearing-nj211-ecm-c3-cQxfUvpWGFln4iddjBxwnvjL.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,17L Digital Money Safe Locker Box,499.0,GH₵ 499,,Greater Accra,Accra New Town,"Greater Accra, Accra New Town",Verified ID,This is Small Digital Safe locker in 3Kg weight with keypad ans emergency key . having provision to...,https://jiji.com.gh/accra-new-town/safety-equipment/17l-digital-money-safe-locker-box-w2ZJs2Vqj8NB62RiKfVIllIn.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,First Aid Box (Small),500.0,GH₵ 500,Bulk prices,Greater Accra,Korle Gonno,"Greater Accra, Korle Gonno",3+ years on Jiji,"A first aid box is a essential safety tool used to provide immediate, temporary care for minor...",https://jiji.com.gh/korle-gonno/medical-equipment/first-aid-box-small-g7lud2ylvWrVYdYq5A1BK2oo.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Rem Studio Trolley Black,2600.0,"GH₵ 2,600",,Greater Accra,Dansoman,"Greater Accra, Dansoman","Verified ID, 5+ years on Jiji",This black Studio Trolley is very popular in hair and beauty Salons. It has five deep storage trays...,https://jiji.com.gh/dansoman/salon-equipment/rem-studio-trolley-black-rcad6ctpiw87uMxGu5ZLkniJ.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Beauty Salon Barbershop Waiting Chair,2650.0,"GH₵ 2,650",,Greater Accra,Tema Metropolitan,"Greater Accra, Tema Metropolitan","Verified ID, 5+ years on Jiji",Brand new luxury design barbering waiting chair available in different sizes and price,https://jiji.com.gh/tema-metropolitan/salon-equipment/beauty-salon-barbershop-waiting-chair-3g4pNBdECKyRTXJeqe9Ok7Pw.html,Jiji Ghana (jiji.com.gh),2026-05-11
Commercial Equipment & Tools,Wrist Brace (Universal),150.0,GH₵ 150,,Greater Accra,Korle Gonno,"Greater Accra, Korle Gonno",Verified ID,"TTL wrist brace provides stability and alleviate discomfort, it offers numerous benefits for those...",https://jiji.com.gh/korle-gonno/medical-equipment/wrist-brace-universal-8hadX5vVsa2Iw1bVNVzw3h0c.html,Jiji Ghana (jiji.com.gh),2026-05-11
