source,last_updated,period,value_in_ghana_cedis_total_revenue_and_grants,value_in_ghana_cedis_domestic_revenue,value_in_ghana_cedis_tax_revenue,value_in_ghana_cedis_taxes_on_income_and_property_direct,value_in_ghana_cedis_company_taxes,value_in_ghana_cedis_company_taxes_on_oil,value_in_ghana_cedis_other_direct_taxes,value_in_ghana_cedis_taxes_on_domestic_goods_and_services_indirect,value_in_ghana_cedis_vat,value_in_ghana_cedis_international_trade_taxes,value_in_ghana_cedis_import_duties,value_in_ghana_cedis_grants,value_in_ghana_cedis_total_expenditure,value_in_ghana_cedis_compensation_of_employees,value_in_ghana_cedis_interest_payments,value_in_ghana_cedis_grants_to_other_government_units,value_in_ghana_cedis_capital_expenditure,value_in_ghana_cedis_overall_balance_incl_divestiture_and_discrepancy,value_in_ghana_cedis_financing,value_in_ghana_cedis_foreign_financing_net,value_in_ghana_cedis_domestic_financing_net,percentage_of_annual_gdp_total_revenue_and_grants,percentage_of_annual_gdp_domestic_revenue,percentage_of_annual_gdp_tax_revenue,percentage_of_annual_gdp_taxes_on_income_and_property_direct,percentage_of_annual_gdp_company_taxes,percentage_of_annual_gdp_company_taxes_on_oil,percentage_of_annual_gdp_other_direct_taxes,percentage_of_annual_gdp_taxes_on_domestic_goods_and_services_indirect,percentage_of_annual_gdp_vat,percentage_of_annual_gdp_international_trade_taxes,percentage_of_annual_gdp_import_duties,percentage_of_annual_gdp_grants,percentage_of_annual_gdp_total_expenditure,percentage_of_annual_gdp_compensation_of_employees,percentage_of_annual_gdp_interest_payments,percentage_of_annual_gdp_grants_to_other_government_units,percentage_of_annual_gdp_capital_expenditure,percentage_of_annual_gdp_overall_balance_incl_divestiture_and_discrepancy,percentage_of_annual_gdp_financing,percentage_of_annual_gdp_foreign_financing_net,percentage_of_annual_gdp_domestic_financing_net
Ghana Statistical Service (GSS StatsBank),2026-04-20,2018-04,3333976038.6,3228153506.6,2687194971.9,1293777358.5,518619874.2,0.0,775157484.3,1107136082.3,668137196.7,479796696.8,479796696.8,105822532.0,5119465262.0,1667472033.1,1649090960.4,915436978.0,331212994.4,-2830054784.2,2830054784.2,-69098375.4,2914258817.8,1.1,1.0,0.9,0.4,0.2,0.0,0.3,0.4,0.2,0.2,0.2,0.0,1.7,0.5,0.5,0.3,0.1,-0.9,0.9,0.0,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,2018-Q1,9362016277.8,18015379607.7,7048800075.3,2810579222.1,1300494838.4,53270660.0,1456813723.6,3247995119.5,1984288197.0,1423275506.9,1423275506.9,354326474.0,12440355458.0,4792701628.5,2706781265.3,2650949407.2,890346616.9,-2617827125.4,2617827125.4,-336457792.4,3115621313.2,3.0,5.8,2.3,0.9,0.4,0.0,0.5,1.1,0.6,0.5,0.5,0.1,4.0,1.6,0.9,0.9,0.3,-0.8,0.8,-0.1,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,2018-03,3199875541.1,2952103652.1,2437206014.2,958773304.1,618617894.1,0.0,340155410.1,1117264660.0,667650365.3,492152480.2,492152480.2,247771889.0,3938721011.0,1719230389.3,782811722.6,598231241.1,475071232.1,-906525390.5,906525390.5,-113136083.9,1026972577.8,1.0,1.0,0.8,0.3,0.2,0.0,0.1,0.4,0.2,0.2,0.2,0.1,1.3,0.6,0.3,0.2,0.2,-0.3,0.3,0.0,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2018-02,3299140527.6,3210465885.6,2315004179.1,971731870.4,336813846.0,53270660.0,581647364.3,1051398896.6,672105966.8,465044202.6,465044202.6,88674642.0,4082326076.4,1511091473.0,509776324.3,990902358.3,293849995.8,661469033.8,-661469033.8,-47773577.5,-459670164.3,1.1,1.0,0.8,0.3,0.1,0.0,0.2,0.3,0.2,0.2,0.2,0.0,1.3,0.5,0.2,0.3,0.1,0.2,-0.2,0.0,-0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2018-01,2863000209.1,2845120266.1,2296589882.1,880074047.6,345063098.3,0.0,535010949.2,1079331562.8,644531864.9,466078824.1,466078824.1,17879943.0,4419308370.6,1562379766.2,1414193218.3,1061815807.8,121425389.0,-2372770768.8,2372770768.8,-175548130.9,2548318899.7,0.9,0.9,0.7,0.3,0.1,0.0,0.2,0.3,0.2,0.2,0.2,0.0,1.4,0.5,0.5,0.3,0.0,-0.8,0.8,-0.1,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017,41497894312.8,79926084193.4,32227583993.0,13398087276.5,5792811706.7,224744578.1,7380530991.7,13344835472.1,8549447863.0,5484661244.4,5484661244.4,1534852216.1,51985948597.1,16776240659.6,13572121181.6,9197104267.6,6331410664.5,-12244729649.7,12244729649.7,-47421577.4,11969830975.6,15.8,30.4,12.3,5.1,2.2,0.1,2.8,5.1,3.3,2.1,2.1,0.6,19.8,6.4,5.2,3.5,2.4,-4.7,4.7,0.0,4.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-Q4,11848477120.8,23077000907.9,9606040676.1,4239431282.2,2049310454.4,12542751.7,2177578076.1,3738671068.5,2462975766.4,1627938325.4,1627938325.4,309976666.9,14921223492.5,4264144269.3,3878726850.6,2377059298.1,2490019901.9,-3427223574.9,3427223574.9,165134257.4,3396781356.4,4.5,8.8,3.7,1.6,0.8,0.0,0.8,1.4,0.9,0.6,0.6,0.1,5.7,1.6,1.5,0.9,0.9,-1.3,1.3,0.1,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-12,5145739061.9,4975910553.8,4073401679.2,2316052248.7,1329478610.5,12542751.7,974030886.4,1256695657.5,836985994.3,500653773.0,500653773.0,169828508.2,5818232006.4,1493325570.3,1476539074.7,792959715.3,1339806762.7,-1061609200.8,1061609200.8,1103299308.7,27764480.8,2.0,1.9,1.6,0.9,0.5,0.0,0.4,0.5,0.3,0.2,0.2,0.1,2.2,0.6,0.6,0.3,0.5,-0.4,0.4,0.4,0.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-11,3251818530.0,3123721308.5,2682172996.9,812308485.9,336223946.4,0.0,476084539.5,1274365551.7,808875137.1,595498959.3,595498959.3,128097221.5,4516515761.6,1531559305.2,1028663902.2,735759503.9,526511132.9,-649307471.9,649307471.9,-84341757.8,733649229.8,1.2,1.2,1.0,0.3,0.1,0.0,0.2,0.5,0.3,0.2,0.2,0.0,1.7,0.6,0.4,0.3,0.2,-0.2,0.2,0.0,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-10,3450919528.9,3438868591.6,2850466000.0,1111070547.6,383607897.4,0.0,727462650.2,1207609859.3,817114635.0,531785593.1,531785593.1,12050937.2,4586475724.5,1239259393.7,1373523873.8,848340078.9,623702006.3,-1716306902.2,1716306902.2,-853823293.5,2635367645.8,1.3,1.3,1.1,0.4,0.1,0.0,0.3,0.5,0.3,0.2,0.2,0.0,1.7,0.5,0.5,0.3,0.2,-0.7,0.7,-0.3,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-Q3,10622134327.2,20418700709.1,8133744461.3,3165228126.7,1361373624.1,96455643.5,1707398859.1,3527252301.6,2031987647.3,1441264032.9,1441264032.9,412783972.6,12844613267.4,4570077682.2,3002334071.9,2455655437.6,884455924.1,-1901881967.4,1901881967.4,-560267738.4,1694172719.7,4.0,7.8,3.1,1.2,0.5,0.0,0.6,1.3,0.8,0.5,0.5,0.2,4.9,1.7,1.1,0.9,0.3,-0.7,0.7,-0.2,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-09,3685320057.4,3458465526.0,2461696377.2,1023992393.3,603619551.5,0.0,420372841.8,956821516.1,608020322.3,480882467.8,480882467.8,226854531.4,4612523579.6,1478507455.4,816991643.6,1024105892.5,451153476.7,-216846906.9,216846906.9,-58755696.9,-555996457.1,1.4,1.3,0.9,0.4,0.2,0.0,0.2,0.4,0.2,0.2,0.2,0.1,1.8,0.6,0.3,0.4,0.2,-0.1,0.1,0.0,-0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-08,3361288930.0,3324184629.4,2851636801.7,887602877.5,367758747.0,0.0,519844130.5,1476089691.2,684857849.9,487944232.9,487944232.9,37104300.6,3671174693.8,1531946345.4,778074426.1,646256745.2,121579554.2,-159798912.9,159798912.9,-224746800.4,396881616.9,1.3,1.3,1.1,0.3,0.1,0.0,0.2,0.6,0.3,0.2,0.2,0.0,1.4,0.6,0.3,0.2,0.0,-0.1,0.1,-0.1,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-07,3575525339.8,3426700199.1,2820411282.4,1253632855.9,389995325.6,96455643.5,767181886.8,1094341094.3,739109475.1,472437332.2,472437332.2,148825140.6,4560914994.0,1559623881.4,1407268002.1,785292799.9,311722893.3,-1525236147.6,1525236147.6,-276765241.2,1853287559.9,1.4,1.3,1.1,0.5,0.1,0.0,0.3,0.4,0.3,0.2,0.2,0.1,1.7,0.6,0.5,0.3,0.1,-0.6,0.6,-0.1,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-Q2,9864745349.3,19047513305.8,7495232152.1,3061336366.4,1213922681.3,0.0,1847413685.1,3112821740.8,2125270709.2,1321074044.9,1321074044.9,340988696.4,13873052088.2,4442813702.1,3651134574.8,2463779160.7,1914635572.6,-4274574971.0,4274574971.0,503771636.6,3950451987.6,3.8,7.2,2.9,1.2,0.5,0.0,0.7,1.2,0.8,0.5,0.5,0.1,5.3,1.7,1.4,0.9,0.7,-1.6,1.6,0.2,1.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-06,3886921547.3,3602900812.4,2701627165.3,1104566730.5,572025666.8,0.0,532541063.6,1076740994.9,748073308.7,520319439.9,520319439.9,284020734.9,4984792528.4,1335313928.8,1423077315.5,1008036687.5,649093749.5,-1856557406.7,1856557406.7,-212682029.9,2139998711.3,1.5,1.4,1.0,0.4,0.2,0.0,0.2,0.4,0.3,0.2,0.2,0.1,1.9,0.5,0.5,0.4,0.2,-0.7,0.7,-0.1,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-05,3340786935.4,3298780286.7,2645207815.1,1037822485.9,312488190.2,0.0,725334295.8,1145724092.9,762518022.0,461661236.4,461661236.4,42006648.7,5505686054.7,1711156684.5,1184416743.5,799336456.2,1182653375.0,-1823509181.3,1823509181.3,916806903.1,983625501.8,1.3,1.3,1.0,0.4,0.1,0.0,0.3,0.4,0.3,0.2,0.2,0.0,2.1,0.7,0.5,0.3,0.4,-0.7,0.7,0.3,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-04,2637036866.5,2622075553.8,2148397171.7,918947150.0,329408824.3,0.0,589538325.7,890356653.1,614679378.5,339093368.6,339093368.6,14961312.8,3382573505.2,1396343088.8,1043640515.8,656406017.0,82888448.2,-594508383.0,594508383.0,-200353236.6,826827774.4,1.0,1.0,0.8,0.3,0.1,0.0,0.2,0.3,0.2,0.1,0.1,0.0,1.3,0.5,0.4,0.2,0.0,-0.2,0.2,-0.1,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-Q1,9162537515.5,17382869270.7,6992566703.5,2932091501.3,1168204946.9,115746182.9,1648140371.5,2966090361.1,1929213740.1,1094384841.1,1094384841.1,471102880.2,10347059749.0,3499205006.0,3039925684.3,1900610371.2,1042299265.9,-2641049136.4,2641049136.4,-156059733.0,2928424912.0,3.5,6.6,2.7,1.1,0.4,0.0,0.6,1.1,0.7,0.4,0.4,0.2,3.9,1.3,1.2,0.7,0.4,-1.0,1.0,-0.1,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-03,3178444320.0,2909596492.3,2435305355.8,919341425.9,499092246.0,0.0,420249179.9,1144897363.1,725897173.5,371066566.8,371066566.8,268847827.8,3786142164.6,1275031431.0,946627008.9,653381215.3,624528082.7,120528865.6,-120528865.6,69651388.8,-146493488.5,1.2,1.1,0.9,0.3,0.2,0.0,0.2,0.4,0.3,0.1,0.1,0.1,1.4,0.5,0.4,0.2,0.2,0.0,0.0,0.0,-0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-02,2699317005.2,2660874193.8,2194971045.5,715648248.2,246426844.6,0.0,469221403.6,1063087147.6,711941737.7,416235649.7,416235649.7,38442811.4,2911035842.2,1049982201.9,879850806.4,508920504.4,135882769.7,-403385296.3,403385296.3,39665223.1,375937307.6,1.0,1.0,0.8,0.3,0.1,0.0,0.2,0.4,0.3,0.2,0.2,0.0,1.1,0.4,0.3,0.2,0.1,-0.2,0.2,0.0,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2017-01,3284776190.3,3120963949.3,2362290302.2,1297101827.2,422685856.3,115746182.9,758669788.0,758105850.4,491374828.9,307082624.7,307082624.7,163812241.0,3649881742.2,1174191373.1,1213447869.0,738308651.5,281888413.5,-2358192705.7,2358192705.7,-265376344.9,2698981092.9,1.2,1.2,0.9,0.5,0.2,0.0,0.3,0.3,0.2,0.1,0.1,0.1,1.4,0.4,0.5,0.3,0.1,-0.9,0.9,-0.1,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016,33678172530.5,65074891361.1,25728664381.7,9106902009.4,4052247260.8,42017365.2,5012637383.5,12231318888.0,7129731876.3,4390443484.2,4121915234.2,1140726849.9,51125042600.4,14164789916.7,10770439587.0,8607303837.2,7678097236.0,-13144932414.9,13144932414.9,2960289931.0,11264545172.2,15.3,29.6,11.7,4.1,1.8,0.0,2.3,5.6,3.2,2.0,1.9,0.5,23.3,6.4,4.9,3.9,3.5,-6.0,6.0,1.3,5.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-Q4,9212642220.4,18094825450.1,7313985136.5,2709211056.7,1189389996.6,0.0,1519821060.2,3255505787.1,2069512170.7,1349268292.7,1170740042.7,165229495.3,16976956839.0,3678619912.2,2808316496.8,2374810483.9,2363834309.4,-2508670883.1,2508670883.1,-199958514.4,3808266921.0,4.2,8.2,3.3,1.2,0.5,0.0,0.7,1.5,0.9,0.6,0.5,0.1,7.7,1.7,1.3,1.1,1.1,-1.1,1.1,-0.1,1.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-12,3707854030.0,3643630888.8,3056935684.0,1312579356.7,713664195.6,0.0,598915161.1,1159243237.5,776743451.6,585113089.8,406584839.8,64223141.2,8421456468.1,1362895671.5,947959996.8,901007459.9,1341498275.2,-970841440.9,970841440.9,-303546906.0,1212021075.9,1.7,1.7,1.4,0.6,0.3,0.0,0.3,0.5,0.4,0.3,0.2,0.0,3.8,0.6,0.4,0.4,0.6,-0.4,0.4,-0.1,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-11,2534427169.4,2457947730.6,1938096752.1,553934400.0,212342477.3,0.0,341591922.7,1021499961.0,620514055.0,362662391.1,362662391.1,76479438.8,4437120786.8,1220964825.3,747508000.0,550451125.6,647798059.8,-1729050264.0,1729050264.0,71898964.0,2804050394.5,1.2,1.1,0.9,0.3,0.1,0.0,0.2,0.5,0.3,0.2,0.2,0.0,2.0,0.6,0.3,0.3,0.3,-0.8,0.8,0.0,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-10,2970361021.0,2945834105.6,2318952700.4,842697300.0,263383323.6,0.0,579313976.4,1074762588.7,672254664.2,401492811.8,401492811.8,24526915.4,4118379584.0,1094759415.3,1112848500.0,923351898.5,374537974.5,191220821.8,-191220821.8,31689427.6,-207804549.4,1.4,1.3,1.1,0.4,0.1,0.0,0.3,0.5,0.3,0.2,0.2,0.0,1.9,0.5,0.5,0.4,0.2,0.1,-0.1,0.0,-0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-Q3,8068261602.6,15449687100.5,5929829242.2,2105981511.6,867043171.3,0.0,1238938340.3,2826460745.0,1648371653.3,997386985.6,997386985.6,343418052.3,12801802138.3,3357495176.3,3384605786.0,2522063254.1,2102162609.3,-3945761316.7,3945761316.7,2272274706.9,1565409151.7,3.7,7.0,2.7,1.0,0.4,0.0,0.6,1.3,0.8,0.5,0.5,0.2,5.8,1.5,1.5,1.1,1.0,-1.8,1.8,1.0,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-09,2499303656.6,2294277909.8,1535810739.7,469726500.0,277421807.6,0.0,192304692.4,732112027.2,451512644.9,333972212.5,333972212.5,205025746.8,4338652398.9,1293355367.8,835998100.0,793132276.3,832227960.8,-751142182.8,751142182.8,2362703856.2,-1585812773.4,1.1,1.0,0.7,0.2,0.1,0.0,0.1,0.3,0.2,0.2,0.2,0.1,2.0,0.6,0.4,0.4,0.4,-0.3,0.3,1.1,-0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-08,2467211867.2,2459675939.8,1870489097.4,624926711.6,214841836.6,0.0,410084875.0,969798781.4,569223334.3,275763604.5,275763604.5,7535927.4,3887053405.9,1024338522.9,1216564826.0,692031533.8,368306354.4,-1023282583.9,1023282583.9,-220380959.3,1097278325.1,1.1,1.1,0.9,0.3,0.1,0.0,0.2,0.4,0.3,0.1,0.1,0.0,1.8,0.5,0.6,0.3,0.2,-0.5,0.5,-0.1,0.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-07,3101746078.8,2970889700.7,2523529405.1,1011328300.0,374779527.1,0.0,636548772.9,1124549936.5,627635674.1,387651168.7,387651168.7,130856378.1,4576096333.4,1039801285.5,1332042860.0,1036899444.0,901628294.1,-2171336550.0,2171336550.0,129951810.0,2053943600.0,1.4,1.4,1.1,0.5,0.2,0.0,0.3,0.5,0.3,0.2,0.2,0.1,2.1,0.5,0.6,0.5,0.4,-1.0,1.0,0.1,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-Q2,8906042553.0,17088887077.1,6583510520.7,2212983727.7,1029133372.6,7953306.3,1175897048.8,3331853542.1,1826451109.5,1038673251.0,1038673251.0,361599014.4,11554911112.4,3495597728.7,2180924404.2,2114565312.5,1739963164.4,-2600803957.7,2600803957.7,288859912.5,2355867035.2,4.1,7.8,3.0,1.0,0.5,0.0,0.5,1.5,0.8,0.5,0.5,0.2,5.3,1.6,1.0,1.0,0.8,-1.2,1.2,0.1,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-06,2907017422.4,2642806281.7,2152479949.1,654581100.0,411152314.2,0.0,243428785.8,1153686448.9,616703884.8,344212400.3,344212400.3,264211140.7,4079786218.9,1173147015.9,563555804.2,819752136.2,570351729.7,-1151153237.0,1151153237.0,-166183953.0,1339658300.0,1.3,1.2,1.0,0.3,0.2,0.0,0.1,0.5,0.3,0.2,0.2,0.1,1.9,0.5,0.3,0.4,0.3,-0.5,0.5,-0.1,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-05,2641313133.8,2589894097.0,2113203906.7,626863300.0,268980478.6,0.0,357882821.4,1136162582.8,619695655.9,350178023.8,350178023.8,51419036.8,3722461665.7,1108161627.4,726597200.0,677938385.3,709451214.8,-1551396739.2,1551396739.2,385811129.2,1168898005.2,1.2,1.2,1.0,0.3,0.1,0.0,0.2,0.5,0.3,0.2,0.2,0.0,1.7,0.5,0.3,0.3,0.3,-0.7,0.7,0.2,0.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-04,3357711996.8,3311743159.9,2317826664.9,931539327.7,349000579.9,7953306.3,574585441.5,1042004510.4,590051568.8,344282826.8,344282826.8,45968836.9,3752663227.8,1214289085.3,890771400.0,616874791.0,460160219.9,101746018.6,-101746018.6,69232736.2,-152689270.1,1.5,1.5,1.1,0.4,0.2,0.0,0.3,0.5,0.3,0.2,0.2,0.0,1.7,0.6,0.4,0.3,0.2,0.0,0.0,0.0,-0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-Q1,7491226154.5,14441491733.4,5901339482.2,2078725713.4,966680720.3,34064058.9,1077980934.3,2817498813.8,1585396942.8,1005114955.0,915114955.0,270480287.8,9791372510.7,3633077099.6,2396592900.0,1595864786.6,1472137152.8,-4089696257.4,4089696257.4,599113826.0,3535002064.4,3.4,6.6,2.7,0.9,0.4,0.0,0.5,1.3,0.7,0.5,0.4,0.1,4.5,1.7,1.1,0.7,0.7,-1.9,1.9,0.3,1.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-03,2663285175.8,2510052875.1,2061128371.6,755463700.0,459046997.0,0.0,296416703.0,1008735541.1,493600007.0,296929130.4,296929130.4,153232300.8,3868363609.6,1225523529.7,708756200.0,758905919.5,581195726.8,-793932426.0,793932426.0,150182326.0,659283000.0,1.2,1.1,0.9,0.3,0.2,0.0,0.1,0.5,0.2,0.1,0.1,0.1,1.8,0.6,0.3,0.3,0.3,-0.4,0.4,0.1,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-02,2605459377.4,2518427549.6,1981929702.8,666002913.4,221944642.3,34064058.9,409994212.2,980336350.1,550260418.0,335590439.3,335590439.3,87031827.9,3331944346.8,1421930086.2,1066525000.0,487109207.7,296720621.9,-1678153516.4,1678153516.4,74250355.0,1616046764.4,1.2,1.1,0.9,0.3,0.1,0.0,0.2,0.4,0.3,0.2,0.2,0.0,1.5,0.6,0.5,0.2,0.1,-0.8,0.8,0.0,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,2016-01,2222481601.2,2192265442.0,1858281407.9,657259100.0,285689081.0,0.0,371570019.0,828426922.6,541536517.8,372595385.2,282595385.2,30216159.2,2591064554.3,985623483.7,621311700.0,349849659.4,594220804.2,-1617610315.0,1617610315.0,374681145.0,1259672300.0,1.0,1.0,0.8,0.3,0.1,0.0,0.2,0.4,0.2,0.2,0.1,0.0,1.2,0.4,0.3,0.2,0.3,-0.7,0.7,0.2,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015,32040407836.2,58703302940.3,24140916818.2,8706504261.5,3619856171.1,44852396.1,5041795694.2,9926832338.3,6254377721.6,5507580218.4,3078350198.3,2688756366.1,38589912790.5,12111177961.1,9075338364.7,6797969708.3,7133557040.5,-8760338607.1,8760338607.1,5877910573.8,2982413438.7,17.5,32.0,13.2,4.7,2.0,0.0,2.7,5.4,3.4,3.0,1.7,1.5,21.0,6.6,4.9,3.7,3.9,-4.8,4.8,3.2,1.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-Q4,8532279553.3,16403941242.6,6973503120.6,2588709895.2,1156766331.0,0.0,1431943564.2,2703858693.3,1665637071.4,1680934532.1,941170983.1,330308932.1,10602262285.5,3380909022.0,2623544840.8,2057085478.2,1434260036.1,-2203343300.2,2203343300.2,3500393565.2,-1207361161.3,4.6,8.9,3.8,1.4,0.6,0.0,0.8,1.5,0.9,0.9,0.5,0.2,5.8,1.8,1.4,1.1,0.8,-1.2,1.2,1.9,-0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-12,2926020667.1,2787485269.1,2525495269.1,1161118800.0,686210403.8,0.0,474908396.2,924945227.0,601707916.0,439431242.1,362663628.4,138535398.1,4850276312.1,1373189089.5,827602962.6,1166533044.3,861438129.3,-655497260.7,655497260.7,-38519420.0,716337780.7,1.6,1.5,1.4,0.6,0.4,0.0,0.3,0.5,0.3,0.2,0.2,0.1,2.6,0.7,0.5,0.6,0.5,-0.4,0.4,0.0,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-11,2870108228.6,2760436069.6,2099260168.9,619152595.2,224485748.8,0.0,394666846.4,816186817.3,528836228.0,663920756.4,292601147.6,109672159.0,2745423340.8,1051529421.8,707869233.6,526558378.5,212250702.2,-231004231.5,231004231.5,-68020964.8,345028100.0,1.6,1.5,1.1,0.3,0.1,0.0,0.2,0.4,0.3,0.4,0.2,0.1,1.5,0.6,0.4,0.3,0.1,-0.1,0.1,0.0,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-10,2736150657.6,2654049282.6,2348747682.6,808438500.0,246070178.4,0.0,562368321.6,962726649.1,535092927.3,577582533.6,285906207.1,82101375.0,3006562632.6,956190510.7,1088072644.7,363994055.4,360571204.6,-1316841808.0,1316841808.0,3606933950.0,-2268727042.0,1.5,1.4,1.3,0.4,0.1,0.0,0.3,0.5,0.3,0.3,0.2,0.0,1.6,0.5,0.6,0.2,0.2,-0.7,0.7,2.0,-1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-Q3,7972028396.2,14102820396.5,5777603346.3,1976953899.7,734178191.6,44852396.1,1197923312.0,2648230242.7,1783217913.8,1152419203.9,560195823.8,920618198.0,10399516485.1,2952181112.3,2577584522.9,1892536069.1,2118650135.0,-3340860294.4,3340860294.4,1036735566.1,2415822600.0,4.3,7.7,3.1,1.1,0.4,0.0,0.7,1.4,1.0,0.6,0.3,0.5,5.7,1.6,1.4,1.0,1.2,-1.8,1.8,0.6,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-09,2435868910.4,2224653656.4,1816964736.0,630151000.0,358495756.9,0.0,271655243.1,690068836.2,536219096.1,496744899.8,269476384.9,211215254.0,2852365671.7,968078542.6,559848633.6,539980128.5,489756557.1,-718907252.0,718907252.0,-141045148.0,875485300.0,1.3,1.2,1.0,0.3,0.2,0.0,0.1,0.4,0.3,0.3,0.1,0.1,1.6,0.5,0.3,0.3,0.3,-0.4,0.4,-0.1,0.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-08,2452989720.7,2387780808.7,1926866742.4,581535736.0,163937784.1,44852396.1,372745555.8,1036768987.5,670418871.8,308562018.9,126084586.4,65208912.0,4153623191.7,1065793567.5,1003374644.7,955047551.2,868956690.0,-1355027102.4,1355027102.4,1143322174.1,291126800.0,1.3,1.3,1.0,0.3,0.1,0.0,0.2,0.6,0.4,0.2,0.1,0.0,2.3,0.6,0.5,0.5,0.5,-0.7,0.7,0.6,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-07,3083169765.1,2438975733.1,2033771867.9,765267163.8,211744650.7,0.0,553522513.1,921392419.0,576579945.9,347112285.1,164634852.6,644194032.0,3393527621.7,918309002.2,1014361244.7,397508389.4,759936888.0,-1266925940.0,1266925940.0,34458540.0,1249210500.0,1.7,1.3,1.1,0.4,0.1,0.0,0.3,0.5,0.3,0.2,0.1,0.4,1.8,0.5,0.6,0.2,0.4,-0.7,0.7,0.0,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-Q2,8080848806.7,13894522069.4,5808911882.8,2197299994.9,898164830.5,0.0,1299135164.4,2367184779.2,1475808525.7,1244427108.7,818804506.1,1133587772.0,9087058302.8,3124620771.2,1865783000.3,1848950076.7,1577992106.5,-1626400068.1,1626400068.1,124710998.0,1347984000.0,4.4,7.6,3.2,1.2,0.5,0.0,0.7,1.3,0.8,0.7,0.4,0.6,5.0,1.7,1.0,1.0,0.9,-0.9,0.9,0.1,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-06,3383796038.4,2326050543.4,2024772662.4,740091800.0,412870348.7,0.0,327221451.3,839658611.5,528650214.1,445022250.9,293560083.7,1057745495.0,3103338531.4,1037379224.7,556335133.6,419155155.0,904779599.5,-138591230.0,138591230.0,25183230.0,134773100.0,1.8,1.3,1.1,0.4,0.2,0.0,0.2,0.5,0.3,0.2,0.2,0.6,1.7,0.6,0.3,0.2,0.5,-0.1,0.1,0.0,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,2015-05,2269356320.7,2247582152.7,1813496500.3,653454922.7,217705994.2,0.0,435748928.5,773749797.0,495173115.1,386291780.5,278319441.4,21774168.0,2430441436.7,964210436.8,526171466.8,542152923.0,148382314.0,119282068.0,-119282068.0,-131847668.0,21848100.0,1.2,1.2,1.0,0.4,0.1,0.0,0.2,0.4,0.3,0.2,0.2,0.0,1.3,0.5,0.3,0.3,0.1,0.1,-0.1,-0.1,0.0
