source,last_updated,indicator,period,consumer_price_index_and_inflation
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-07,9.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-06,9.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-05,10.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-04,11.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-03,13.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-02,14.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-01,14.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-12,16.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-11,16.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-10,18.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-09,18.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-08,19.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-07,20.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-06,20.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-05,20.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-04,20.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-03,20.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-02,20.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-01,19.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-12,18.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-11,17.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-10,17.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-09,17.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-08,18.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-07,18.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-06,18.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-05,16.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-04,15.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-03,13.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-02,13.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-01,12.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-12,12.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-11,11.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-10,10.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-09,10.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-08,10.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-07,10.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-06,10.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-05,11.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-04,10.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-03,10.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-02,10.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-01,10.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-12,10.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-11,10.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-10,10.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-09,11.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-08,12.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-07,12.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-06,11.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-05,11.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-04,11.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-03,11.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-02,12.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-01,12.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-12,13.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-11,14.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-10,14.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-09,14.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-08,13.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-07,17.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-06,14.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-05,14.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-04,17.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-03,17.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-02,17.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2005-01,16.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-12,16.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-11,16.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-10,16.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-09,19.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-08,17.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-07,15.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-06,18.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-05,17.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-04,17.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-03,15.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-02,18.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2004-01,29.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-12,31.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-11,33.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-10,33.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-09,29.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-08,33.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-07,33.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-06,32.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-05,31.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-04,29.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-03,29.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-02,25.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2003-01,13.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-12,12.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-11,10.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-10,9.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-09,10.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-08,7.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-07,3.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-06,3.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-05,4.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-04,7.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-03,9.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-02,14.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2002-01,19.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-12,20.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-11,24.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-10,26.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-09,27.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-08,33.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-07,43.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-06,48.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-05,53.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-04,59.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-03,63.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-02,60.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2001-01,59.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-12,62.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-11,58.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-10,60.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-09,57.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-08,52.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-07,46.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-06,39.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-05,34.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-04,23.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-03,19.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-02,16.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2000-01,12.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-12,9.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-11,8.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-10,5.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-09,4.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-08,1.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-07,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-06,0.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-05,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-04,2.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-03,7.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-02,7.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,1999-01,11.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2026-01,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-12,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-11,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-10,-0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-09,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-08,-1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-07,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-06,-1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-05,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-04,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-03,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-02,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2025-01,1.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-12,1.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-11,2.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-10,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-09,2.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-08,-0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-07,2.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-06,2.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-05,3.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-04,1.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-03,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-02,1.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2024-01,2.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-12,1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-11,1.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-10,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-09,1.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-08,-0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-07,3.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-06,3.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-05,4.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-04,2.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-03,-1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-02,1.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2023-01,1.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-12,3.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-11,8.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-10,2.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-09,3.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-08,1.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-07,3.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-06,3.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-05,4.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-04,5.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-03,4.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-02,2.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2022-01,2.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-12,1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-11,1.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-10,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-09,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-08,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-07,1.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-06,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-05,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-04,1.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-03,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-02,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2021-01,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-12,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-11,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-10,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-09,-0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-08,-0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-07,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-06,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-05,1.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-04,3.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-03,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-02,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2020-01,1.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-12,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-11,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-10,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-09,0.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-08,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-07,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-06,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-05,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-04,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-03,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-02,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2019-01,1.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-12,0.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-11,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-10,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-09,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-08,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-07,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-06,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-05,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-04,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-03,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-02,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2018-01,1.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-12,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-11,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-10,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-09,0.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-08,-0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-07,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-06,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-05,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-04,1.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-03,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-02,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2017-01,2.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-12,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-11,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-10,1.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-09,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-08,-0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-07,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-06,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-05,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-04,1.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-03,1.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-02,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2016-01,4.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-12,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-11,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-10,2.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-09,-0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-08,-0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-07,2.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-06,1.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-05,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-04,1.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-03,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-02,1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2015-01,3.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-12,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-11,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-10,2.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-09,-0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-08,-0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-07,1.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-06,1.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-05,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-04,1.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-03,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-02,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2014-01,3.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-12,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-11,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-10,2.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-09,-0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-08,-0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-07,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-06,1.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-05,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-04,1.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-03,0.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-02,0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2013-01,3.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-12,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-11,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-10,1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-09,-1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-08,-0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-07,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-06,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-05,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-04,1.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-03,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-02,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2012-01,6.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-12,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-11,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-10,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-09,-1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-08,-0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-07,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-06,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-05,0.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-04,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-03,-0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-02,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2011-01,5.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-12,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-11,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-10,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-09,-1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-08,-0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-07,1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-06,0.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-05,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-04,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-03,-0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-02,0.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2010-01,5.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-12,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-11,0.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-10,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-09,-0.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-08,-0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-07,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-06,1.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-05,1.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-04,2.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-03,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-02,0.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2009-01,6.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-12,1.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-11,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-10,1.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-09,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-08,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-07,1.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-06,1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-05,1.4
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-04,2.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-03,0.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-02,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2008-01,4.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-12,1.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-11,1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-10,1.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-09,0.3
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-08,0.8
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-07,1.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-06,-0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-05,0.0
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-04,1.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-03,-0.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-02,-0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2007-01,4.9
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-12,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-11,0.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-10,1.7
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-09,0.5
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-08,0.6
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-07,2.1
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-06,0.2
Ghana Statistical Service (GSS StatsBank),2026-04-20,,2006-05,-0.5
