Dataset,Source,Scraped Date,Indicator,Month,Consumer Price Index and Inflation
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M12,1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M11,1.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M10,0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M09,1.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M08,-0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M07,3.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M06,3.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M05,4.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M04,2.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M03,-1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M02,1.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2023M01,1.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M12,3.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M11,8.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M10,2.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M09,3.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M08,1.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M07,3.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M06,3.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M05,4.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M04,5.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M03,4.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M02,2.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2022M01,2.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M12,1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M11,1.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M10,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M09,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M08,0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M07,1.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M06,1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M05,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M04,1.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M03,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M02,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2021M01,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M12,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M11,0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M10,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M09,-0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M08,-0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M07,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M06,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M05,1.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M04,3.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M03,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M02,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2020M01,1.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M12,0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M11,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M10,0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M09,0.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M08,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M07,0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M06,1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M05,1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M04,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M03,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M02,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2019M01,1.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M12,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M11,0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M10,0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M09,0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M08,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M07,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M06,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M05,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M04,0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M03,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M02,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2018M01,1.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M12,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M11,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M10,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M09,0.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M08,-0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M07,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M06,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M05,0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M04,1.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M03,1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M02,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2017M01,2.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M12,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M11,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M10,1.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M09,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M08,-0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M07,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M06,1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M05,1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M04,1.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M03,1.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M02,0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2016M01,4.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M12,1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M11,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M10,2.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M09,-0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M08,-0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M07,2.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M06,1.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M05,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M04,1.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M03,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M02,1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2015M01,3.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M12,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M11,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M10,2.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M09,-0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M08,-0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M07,1.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M06,1.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M05,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M04,1.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M03,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M02,1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2014M01,3.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M12,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M11,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M10,2.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M09,-0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M08,-0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M07,1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M06,1.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M05,0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M04,1.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M03,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M02,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2013M01,3.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M12,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M11,0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M10,1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M09,-1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M08,-0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M07,1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M06,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M05,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M04,1.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M03,0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M02,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2012M01,6.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M12,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M11,0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M10,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M09,-1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M08,-0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M07,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M06,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M05,0.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M04,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M03,-0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M02,0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2011M01,5.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M12,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M11,0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M10,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M09,-1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M08,-0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M07,1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M06,0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M05,0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M04,1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M03,-0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M02,0.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2010M01,5.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M12,1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M11,0.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M10,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M09,-0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M08,-0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M07,1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M06,1.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M05,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M04,2.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M03,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M02,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2009M01,6.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M12,1.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M11,1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M10,1.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M09,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M08,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M07,1.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M06,1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M05,1.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M04,2.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M03,0.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M02,0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2008M01,4.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M12,1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M11,1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M10,1.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M09,0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M08,0.8
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M07,1.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M06,-0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M05,0.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M04,1.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M03,-0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M02,-0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2007M01,4.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M12,0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M11,0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M10,1.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M09,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M08,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M07,2.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M06,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M05,-0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M04,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M03,-0.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M02,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2006M01,4.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M12,-0.1
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M11,0.2
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M10,2.4
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M09,1.3
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M08,0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M07,0.7
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M06,0.5
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M05,-0.9
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M04,1.0
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M03,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M02,0.6
Ghana CPI & Inflation,Ghana Statistical Service (GSS StatsBank),2026-04-20,Month-on-month inflation (%),2005M01,6.0
