Dataset,Source,Scraped Date,Month,Narrow money (M1),Broad money (M2),Currency outside banks,Total credit,"Credit for agriculture, forestry and fishing",Credit for cocoa marketing,Credit for commerce and finance,Credit for construction,"Credit for electricity, gas and water",Credit for export trade,Credit for import trade,Credit for manufacturing,Credit for mining and quarrying,Credit for miscellaneous,Credit for services,"Credit for transport, storage and communication"
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2024M07,138489807250.0,209091582960.0,46752867480.0,..,3045512100.0,63638100.0,12173939300.0,7897811500.0,3438078100.0,526602800.0,6737115200.0,9290172900.0,2715367800.0,4578600700.0,28044513700.0,6258070300.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2024M06,135922215200.0,203824717450.0,44895555710.0,84478709500.0,3050752000.0,66356200.0,11731597200.0,7672081800.0,3319203800.0,577223000.0,7511489000.0,9084034200.0,2760900400.0,4676913000.0,27747447600.0,6280711300.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2024M05,132095848710.0,198666170490.0,43382739210.0,81287957100.0,2921347200.0,59597200.0,11485537800.0,7320518100.0,2845946100.0,513569300.0,7299210900.0,8692270300.0,2242922500.0,4661457700.0,26975841700.0,6269738200.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2024M04,127370083550.0,197131660610.0,41690789490.0,77938588800.0,2811660100.0,66873800.0,10689572000.0,6792220800.0,3114392800.0,464777100.0,6665933900.0,8248633400.0,2468040600.0,4659788800.0,25887439700.0,6069255900.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2024M03,123720496130.0,190181446240.0,39677969070.0,77031279000.0,2645763800.0,66873800.0,10831424700.0,7087106400.0,3312680700.0,398524800.0,5586137000.0,8420292100.0,2200809400.0,4463690800.0,26123775800.0,5894199700.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2024M02,119844390000.0,184856280000.0,37132080000.0,74788960300.0,2403960800.0,..,10072822500.0,7006632500.0,2905839500.0,375514000.0,5681632500.0,8394125700.0,2249134100.0,4478875200.0,25333759100.0,5817114300.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2024M01,116938350000.0,181622650000.0,36182630000.0,73768801500.0,2328875000.0,69802900.0,10374412100.0,6939180300.0,2879337100.0,316098100.0,5393670400.0,8153300400.0,2307975500.0,4426470100.0,25154084300.0,5425595400.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M12,121784770000.0,185426120000.0,37621030000.0,77009668100.0,3024855550.0,73878120.0,11741725480.0,7113618920.0,3324427630.0,546387080.0,5190842200.0,8203488630.0,2129909050.0,4997691730.0,25511090100.0,5151753580.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M11,109182640000.0,170445630000.0,35213780000.0,75030490800.0,2741377120.0,78695480.0,11499862980.0,6553454480.0,3277045060.0,549480060.0,4978808860.0,7676422110.0,2357605370.0,4734453000.0,25513563720.0,5069722520.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M10,104579230000.0,164098140000.0,33301240000.0,73525063800.0,2564045740.0,79006980.0,10958768100.0,6472979450.0,3245070800.0,466438710.0,5132438570.0,7607343840.0,2238155450.0,4744292060.0,25055190030.0,4961334060.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M09,100401210000.0,158647670000.0,31834020000.0,72916681570.0,2809039820.0,115339310.0,10130505320.0,6555244770.0,3482664390.0,272801580.0,5085263400.0,7624667750.0,2508958590.0,4630350760.0,24714100250.0,4987745630.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M08,98653880000.0,154965770000.0,31284130000.0,72429430950.0,2349987920.0,69937010.0,9480728280.0,6656457830.0,3481905540.0,397827240.0,5153537190.0,7780877550.0,2521896130.0,4723394380.0,24668740570.0,5144141310.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M07,96574580000.0,152984190000.0,31124870000.0,73290467300.0,2888279320.0,635103010.0,9452475550.0,6520694330.0,3577016980.0,445785140.0,5194425650.0,7798931980.0,2447491730.0,4401730980.0,24762936480.0,5165596140.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M06,96097320000.0,150070560000.0,31238500000.0,73125271500.0,2704710790.0,640669150.0,9587368930.0,6772831360.0,3622715790.0,474925160.0,4994301000.0,7758679190.0,2498081790.0,4412631890.0,24578074290.0,5080282180.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M05,94280880000.0,149200430000.0,31616660000.0,72616125570.0,2774023880.0,663236700.0,8643233060.0,6910654570.0,3107184350.0,493948580.0,4717923230.0,7615674190.0,2264458350.0,5142973220.0,25175555590.0,5107259860.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M04,97523050000.0,150496160000.0,31338540000.0,72358985810.0,2739262010.0,692268900.0,9378946750.0,6864041640.0,3458565190.0,510204890.0,4473271620.0,7722696800.0,2336398930.0,4630428900.0,24400053140.0,5152847050.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M03,94959700000.0,148131000000.0,31194570000.0,73492678350.0,2708718430.0,698338710.0,9435569840.0,6756111020.0,3419990110.0,440482440.0,4689922450.0,8152349000.0,2446796120.0,4925545080.0,24564759780.0,5254095370.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M02,92444840000.0,143732500000.0,31005600000.0,73501267280.0,2943700380.0,635273310.0,9706957490.0,6727343160.0,3354846580.0,362744840.0,4510257760.0,8312881320.0,2442395430.0,4405389170.0,24771683960.0,5327793870.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2023M01,91213650000.0,139966120000.0,31010970000.0,74690734080.0,2950186130.0,599004850.0,11803479400.0,7583295570.0,4986458630.0,346069630.0,2132021760.0,8140430010.0,2038361910.0,4385570700.0,23992137740.0,5733717750.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M12,88484180000.0,135142490000.0,31420650000.0,70000221190.0,2865390000.0,492301850.0,11462410040.0,6907915670.0,4360118110.0,386701460.0,2092126960.0,7304217190.0,1572739310.0,4274142950.0,23165994230.0,5116163430.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M11,82207570000.0,128482810000.0,29474640000.0,81851477020.0,3391466120.0,594564070.0,13218754580.0,8699429810.0,5142280590.0,429864910.0,2320020360.0,8569343710.0,2091402320.0,4673187880.0,26134255430.0,6586907230.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M10,79774660000.0,121790710000.0,25674070000.0,81226029600.0,3223464230.0,509548920.0,13285532840.0,8674242720.0,5054684680.0,391932490.0,2430337640.0,8492015780.0,1809162980.0,4717633650.0,26147056110.0,6490417560.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M09,69671980000.0,110613580000.0,23786090000.0,70909307390.0,2287336450.0,54372290.0,12319768900.0,7665720790.0,4020649390.0,287072810.0,2103138880.0,7194957210.0,1579980940.0,4327055460.0,23600823370.0,5468430920.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M08,69058340000.0,110233880000.0,23075400000.0,66100935460.0,2190582150.0,57913750.0,10985844570.0,6953407860.0,3595459220.0,280473400.0,1875121500.0,6651822800.0,1401470880.0,4338439200.0,22789953360.0,4980446780.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M07,68983290000.0,109303850000.0,22355720000.0,64142255910.0,2147074680.0,61397100.0,10722386180.0,6746218090.0,3593069410.0,253283030.0,1916363800.0,6352871560.0,1387088480.0,4282728930.0,22064942850.0,4614831800.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M06,66917350000.0,106488560000.0,22102320000.0,63362778460.0,2198688150.0,64850660.0,11247949540.0,6466545250.0,3540810330.0,245422430.0,1931390740.0,6264687890.0,1339547160.0,4117350860.0,21584790090.0,4360745360.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M05,68062900000.0,105600770000.0,22612350000.0,61730012650.0,2180931710.0,68016910.0,10872292990.0,6617484980.0,3552049020.0,247708930.0,1915601500.0,5860469160.0,1361907050.0,4146589910.0,20573299950.0,4333660540.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M04,67673780000.0,105204840000.0,22959470000.0,60207661640.0,2121854420.0,71420000.0,10243120320.0,6370869090.0,3503584090.0,259139410.0,1744311360.0,5998979860.0,1071945180.0,4075628910.0,20080585610.0,4666223410.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M03,68918690000.0,106050890000.0,22090810000.0,58990961690.0,2116862770.0,75080250.0,9785100180.0,6264462330.0,3431700700.0,241550030.0,1772953640.0,5728139790.0,1064866570.0,4091704930.0,19841927280.0,4576613230.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M02,70941290000.0,107281630000.0,21658070000.0,56257833210.0,1872422360.0,78898550.0,9076743840.0,6095506530.0,3240616510.0,212084400.0,1640502050.0,5632476780.0,818542880.0,4142120850.0,18938949200.0,4508969270.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2022M01,72196330000.0,108231310000.0,21864930000.0,54930086040.0,1940689480.0,82834610.0,8678323990.0,5753397140.0,3023268380.0,299588590.0,1717114190.0,5719533750.0,813086940.0,3822169670.0,18691239650.0,4388839650.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M12,69389310000.0,105737270000.0,21773900000.0,53767324220.0,1751910210.0,81413850.0,7824824750.0,5350392460.0,2842841590.0,200540320.0,1733032300.0,5807056750.0,825698000.0,3728429180.0,18874314990.0,4746869820.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M11,65974990000.0,102961930000.0,19507980000.0,52020635510.0,1768831510.0,87417860.0,8029370770.0,5290983300.0,2984794880.0,165943860.0,1454582630.0,5672398640.0,915953320.0,3805884100.0,17325696340.0,4518778310.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M10,63458950000.0,101128670000.0,19537810000.0,51580156570.0,1713090220.0,91955510.0,8318869300.0,5272219070.0,3068612110.0,141297410.0,1459270800.0,5760112240.0,922067300.0,3841091500.0,16477533880.0,4514037250.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M09,61153920000.0,96838700000.0,18812370000.0,50048947180.0,1794077060.0,94798590.0,8561808920.0,4992729940.0,3020377650.0,166198020.0,1389888910.0,5526857330.0,995645730.0,3671319340.0,15442950160.0,4392295530.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M08,60948490000.0,96081780000.0,18663060000.0,48871702350.0,1739805860.0,97338740.0,8472855990.0,4795196430.0,3043638230.0,160671830.0,1440739390.0,5390140930.0,1041392350.0,3557948190.0,14754588870.0,4377385540.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M07,59325640000.0,94837790000.0,18579250000.0,48315586720.0,1637708400.0,101163390.0,8643484960.0,4391923870.0,3130439940.0,178279470.0,1363066660.0,5363040190.0,1047600190.0,3546435930.0,14523510340.0,4388933390.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M06,59921110000.0,94210690000.0,18556970000.0,47538600850.0,1629030540.0,139579990.0,8433499910.0,4313684450.0,3077060030.0,164576670.0,1178179230.0,5297360100.0,1059606550.0,3421748960.0,14446079010.0,4378195400.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M05,59218950000.0,93396170000.0,19112470000.0,48279071990.0,1606145020.0,142659710.0,8632674510.0,4427743710.0,3533716630.0,171068930.0,1243749720.0,5409440420.0,1094822260.0,3348291250.0,14206989420.0,4461770410.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M04,57786740000.0,91942980000.0,19748360000.0,47866342460.0,1535761530.0,168587530.0,8613584660.0,4525685340.0,3427555970.0,171159160.0,1152513150.0,5263668580.0,1217768560.0,3387811080.0,14052526670.0,4349720240.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M03,59148130000.0,93226010000.0,19324740000.0,47329692220.0,1528139720.0,193123930.0,8287832460.0,4662575870.0,3487805080.0,116669170.0,1071203530.0,5175497420.0,1136772890.0,3404811170.0,14153929490.0,4111331520.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M02,57987100000.0,92071180000.0,19447000000.0,47563190750.0,1703158800.0,225124020.0,10095453880.0,4531165900.0,3397708000.0,146587640.0,1118319150.0,5069202800.0,1149814570.0,3338542220.0,13065969300.0,3722144470.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2021M01,59346370000.0,92625970000.0,19906220000.0,47362224060.0,1600925670.0,215668760.0,10135692960.0,4601640840.0,3048689600.0,158251500.0,1078811540.0,5103464980.0,1178007880.0,3417823670.0,12704690530.0,4118556130.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M12,60783450000.0,94449030000.0,20889630000.0,47769043670.0,1756406490.0,204742190.0,10154929710.0,4563331450.0,3375821400.0,162826010.0,1232207980.0,5097812000.0,1185872570.0,3327411990.0,12713787540.0,3993894350.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M11,58162710000.0,91709610000.0,19300300000.0,47845509830.0,1733972760.0,194166790.0,7534177000.0,4600981980.0,3726029700.0,145932780.0,1276139040.0,5363126620.0,1334006210.0,3423384410.0,13996765290.0,4516827240.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M10,54502470000.0,87833390000.0,17709260000.0,47363811040.0,1836483980.0,188662790.0,7996687570.0,4356849630.0,3573222330.0,146367310.0,1220959380.0,5318376310.0,1286522190.0,3637081940.0,13232905590.0,4569692030.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M09,52738450000.0,84864020000.0,16406210000.0,45915495660.0,1805831290.0,51733020.0,7852646070.0,4241250800.0,3689875910.0,131907590.0,1358441260.0,4923114200.0,1231821240.0,3386272170.0,12590656120.0,4651945990.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M08,49566860000.0,79012100000.0,15781850000.0,44970959890.0,1995410790.0,56966860.0,7385435750.0,3632558790.0,3797182930.0,182499760.0,1322781500.0,4979450240.0,1406971480.0,3327223550.0,12293990150.0,4590488090.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M07,49276260000.0,77843830000.0,15483170000.0,44217345860.0,2112002390.0,58910640.0,7392763080.0,3556100780.0,3607928870.0,207077420.0,1339534020.0,4996567720.0,1415143860.0,3360013690.0,11789851010.0,4381452390.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M06,48684680000.0,76951840000.0,14817440000.0,44969626270.0,2343485660.0,58910640.0,7455331650.0,3592616910.0,3534557770.0,206310360.0,1383131580.0,5088905350.0,1397601160.0,3415994440.0,11988377460.0,4504403300.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M05,47768640000.0,75215280000.0,14489240000.0,45056005320.0,2382097890.0,63179020.0,7664240890.0,3924803400.0,3319860430.0,200539320.0,1349685940.0,5068959390.0,1346594390.0,4278774090.0,11212763660.0,4244506900.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M04,45485050000.0,71941260000.0,14314560000.0,44751129680.0,2377807530.0,63186410.0,7755711070.0,3973132710.0,3357018030.0,166431610.0,1189727130.0,4835545610.0,1299152610.0,5128647230.0,10657266510.0,3947503230.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M03,44691050000.0,71097880000.0,13647530000.0,44817771260.0,2042953380.0,58265990.0,7678161480.0,3687381090.0,3040309650.0,146147790.0,1049787360.0,4516044610.0,1256062380.0,4914769340.0,12912620360.0,3515267860.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M02,43500820000.0,69798910000.0,13392900000.0,45898479740.0,2419220000.0,60736110.0,8247186380.0,3773022640.0,3184326550.0,144456750.0,1173027920.0,4870537570.0,1235044600.0,5353433050.0,11383641700.0,4053846480.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2020M01,42605590000.0,68534710000.0,13608550000.0,46460679410.0,2535406510.0,68902250.0,8248670380.0,3754126750.0,3251836040.0,154996700.0,1167674670.0,4645371570.0,1315987630.0,5795163960.0,11639857230.0,3882685730.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M12,43495720000.0,69973100000.0,14358060000.0,45170021800.0,2603031460.0,118587480.0,8016238100.0,3719193180.0,2862741130.0,157523570.0,1141410780.0,4944559960.0,1296024640.0,5812050350.0,10887833350.0,3610827810.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M11,42438980000.0,68687050000.0,13179570000.0,43121369740.0,2478987440.0,115042480.0,7699691760.0,3559957470.0,3226621540.0,146497020.0,1104202310.0,5325422790.0,1339808600.0,4787996890.0,9918781190.0,3418360260.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M10,40725390000.0,67182710000.0,12298190000.0,41594762530.0,2293750750.0,116307450.0,7865226480.0,3615023900.0,3383302440.0,152620500.0,1156326550.0,4784362740.0,1336890790.0,4172015630.0,9464605320.0,3254329990.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M09,40091320000.0,64951980000.0,11419940000.0,40140240740.0,1839824140.0,110348360.0,7432437030.0,3217577410.0,3364737030.0,143864310.0,1104476910.0,4742133700.0,1477167640.0,4027489130.0,9390499600.0,3289685480.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M08,38149240000.0,62231490000.0,11329660000.0,38851990410.0,1709391650.0,109955610.0,7417165280.0,3016449470.0,3425951880.0,118357960.0,1093541040.0,4610815800.0,1491489090.0,3990444410.0,8711504250.0,3156923970.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M07,37284880000.0,62141900000.0,10950340000.0,38185120390.0,1733272780.0,110397520.0,7079483400.0,3084220510.0,3601120080.0,118229290.0,1108518240.0,4525381430.0,1453491550.0,3918372180.0,8299698740.0,3152934670.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M06,38342770000.0,63278830000.0,10840440000.0,38666902980.0,1729467290.0,906132760.0,6695788470.0,3074423160.0,3548601940.0,130940980.0,1132947780.0,4480759110.0,1395403320.0,3954661080.0,8569558950.0,3048218150.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M05,37692560000.0,62507290000.0,11033230000.0,38230492940.0,1578729350.0,970985880.0,6073299190.0,2986411860.0,3442228590.0,131288050.0,1223145040.0,4692347210.0,1365532020.0,3913019600.0,8926648770.0,2926857380.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M04,37021820000.0,62642470000.0,11143380000.0,37775230620.0,1618390420.0,1042076700.0,6199866800.0,2998214520.0,3397396810.0,130596130.0,1122540160.0,4466834200.0,1303676060.0,3909589800.0,8522267190.0,3063781830.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M03,38343920000.0,63064580000.0,11291110000.0,37459657240.0,1599432150.0,1036213430.0,6133312450.0,2975769110.0,3550072040.0,128084940.0,1149262720.0,4288495280.0,1335875100.0,3664777920.0,8584897010.0,3013465100.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M02,36087760000.0,62114880000.0,11174960000.0,36435534480.0,1738501420.0,1050226780.0,6063507750.0,2931965260.0,2996212110.0,145116720.0,1194162470.0,4339475260.0,1259746610.0,3603126240.0,8127961850.0,2985532020.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2019M01,35749950000.0,61506230000.0,11359960000.0,35539174810.0,1717609880.0,846612920.0,5818358260.0,2925887770.0,3094834190.0,153824410.0,1190463140.0,4046557250.0,1210225150.0,3535584930.0,7903986650.0,3095230270.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M12,34645610000.0,60254830000.0,11940910000.0,36496870110.0,1711021890.0,848101150.0,6830447160.0,2858939930.0,3129809480.0,125134040.0,1181097640.0,3965218700.0,1168537890.0,3641473610.0,7839782020.0,3197306610.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M11,34287050000.0,59776490000.0,11176650000.0,35515020170.0,1635661830.0,599317360.0,6906838070.0,2851251260.0,3039205910.0,144514600.0,1281968290.0,3915590550.0,1028655680.0,3540032810.0,7435373720.0,3136610090.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M10,33211440000.0,58307850000.0,10372920000.0,35480000980.0,1612386640.0,541886670.0,6747029740.0,2825777550.0,2938770030.0,106563680.0,1332493510.0,3741320660.0,935573910.0,4022122430.0,7446743390.0,3229332780.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M09,33067360000.0,56733190000.0,9747760000.0,34899135990.0,1519169150.0,387176950.0,6865556290.0,2839027620.0,2924973920.0,127496380.0,1281855690.0,3841915620.0,973050530.0,3642319100.0,7294545290.0,3202049460.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M08,33383010000.0,56830770000.0,9675990000.0,33777889960.0,1476678570.0,76619760.0,6737942100.0,2869021710.0,2903925600.0,114288840.0,1373114300.0,3600588620.0,975277980.0,3381977380.0,7096259560.0,3172195550.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M07,32343090000.0,54992040000.0,9543120000.0,39737475170.0,1576508710.0,413194280.0,6578599660.0,4227232210.0,3474853270.0,310510720.0,2015392590.0,3647746790.0,1350945560.0,4058060920.0,8192090210.0,3892340240.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M06,31461370000.0,53716680000.0,9715620000.0,38670344520.0,1606591130.0,440352970.0,6688720780.0,4174667280.0,3173666470.0,307143670.0,1987133810.0,3327921180.0,1269435840.0,3901652820.0,7873832820.0,3919225760.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M05,32614800000.0,54801260000.0,9774440000.0,37400000830.0,1538766470.0,458286820.0,6309714810.0,4101340680.0,2873533920.0,303531610.0,1856952680.0,3194279640.0,1215028180.0,3844789420.0,7714206560.0,3989570050.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M04,31472090000.0,53859190000.0,9990530000.0,36587101010.0,1404622180.0,470211770.0,6548944470.0,3905558160.0,2887012770.0,305573910.0,1899688430.0,3082638370.0,1285031920.0,3534070950.0,7819067400.0,3444680690.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M03,30389870000.0,52877930000.0,9929980000.0,35972482690.0,1548338910.0,479412980.0,5416009940.0,3894218120.0,3103435380.0,315542120.0,1994399270.0,3370943770.0,1131452110.0,3440331020.0,7679455960.0,3598943100.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M02,28492750000.0,51061000000.0,9734670000.0,35016964030.0,1605485540.0,515872650.0,6144558190.0,3686851150.0,2812483780.0,305540030.0,2226107750.0,2932291130.0,1086905000.0,3390962280.0,7015281690.0,3294624860.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2018M01,29253120000.0,51585720000.0,9955220000.0,37393431380.0,1707870820.0,512268270.0,7281246810.0,3999676860.0,3106817210.0,324278500.0,2270702390.0,3095513310.0,1032270260.0,3996961600.0,6881230720.0,3184594640.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M12,29792560000.0,52007030000.0,10673550000.0,37829517260.0,1536376520.0,487192610.0,7388389940.0,4216588060.0,3151265860.0,311916050.0,2166565720.0,3072868040.0,1118707560.0,4191228060.0,6916347470.0,3272071390.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M11,28652130000.0,49388180000.0,9869490000.0,37102566640.0,1357508150.0,383744970.0,7624061420.0,3776372350.0,3700657000.0,270985960.0,2650574420.0,2896273300.0,1029539960.0,3708768100.0,6821924220.0,2882156790.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M10,29126270000.0,49195400000.0,9189560000.0,38364519970.0,1506996200.0,558970170.0,7684758340.0,3829150080.0,4730706610.0,296761740.0,2340941080.0,3007860440.0,883845710.0,3729752220.0,6823885740.0,2970891650.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M09,25503310000.0,45282590000.0,8587760000.0,37976738330.0,1415675520.0,538530820.0,7314348340.0,4057638830.0,4717116320.0,310483220.0,2288257420.0,3043445450.0,832505380.0,3715600620.0,6826561750.0,2916574670.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M08,26152070000.0,45619310000.0,8724730000.0,37373909050.0,1347005210.0,549934860.0,7474532890.0,3992290670.0,4774152360.0,305455710.0,1551455900.0,3019554170.0,775941640.0,3898126980.0,6827621550.0,2857837100.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M07,26847010000.0,46909150000.0,8545540000.0,37827780860.0,1461766870.0,561158140.0,7441914320.0,4166997840.0,4868506540.0,277624480.0,1531170890.0,2981936180.0,843373930.0,3764193630.0,6848608950.0,3080529110.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M06,25643700000.0,45793230000.0,8807010000.0,37595782140.0,1482225850.0,123365840.0,6962313940.0,4223347070.0,4634029200.0,294198310.0,2299666370.0,2970166370.0,884750760.0,3826426560.0,6845132360.0,3050159510.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M05,25525210000.0,44595270000.0,8898780000.0,36501509220.0,1279462080.0,123616440.0,6545656150.0,3939429580.0,4779754790.0,267179970.0,2545862720.0,2700268450.0,819426530.0,3566666640.0,6858270490.0,3075915380.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M04,26092740000.0,44893330000.0,9113030000.0,35974823290.0,1234953370.0,126741160.0,6347825180.0,4347875700.0,4682809470.0,273384450.0,2548063740.0,2564599670.0,909497470.0,3501487450.0,6415645220.0,3021940410.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M03,25706340000.0,44049210000.0,9261500000.0,36001217080.0,1334219330.0,143786900.0,6676623560.0,3909398400.0,4679425300.0,260192450.0,2271238550.0,2928303340.0,812700800.0,3150106490.0,6660452040.0,3174769930.0
Ghana Monetary Data,Ghana Statistical Service (GSS StatsBank),2026-04-20,2017M02,25802210000.0,43686920000.0,9051420000.0,35975957130.0,1291241960.0,148373650.0,6295181410.0,3888017630.0,4866511590.0,308753010.0,2476957880.0,2949974420.0,794517000.0,3210444560.0,6671532230.0,3074451790.0
